Location,,,Location,Location,Skip,Location,Date,Temperature,Temperature,Temperature,Dew point,Dew point,Dew point,Humidity,Humidity,Humidity,Wind Speed,Wind Speed,Wind Speed,Pressure,Pressure,Pressure,Precipitation
Station,latitude,longitude,Borough,City,State,ZipCode,WDate,Temperature_Max,Temperature_Avg,Temperature_Min,Dewpot_Max,Dewpot_Avg,Dewpot_Min,Humidity_Max,Humidity_Avg,Humidity_Min,Wdspeed_Max,Wdspeed_Avg,Wdspeed_Min,Pressure_Max,Pressure_Min,Pressure_Avg,Precipitation_Total
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,5/5/16,56.3,50.8,44.8,43.6,42,40.3,91,72,58,19.2,5.5,0,29.76,29.64,29.7,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,5/6/16,52.9,49.3,47.2,48.6,46.1,41.1,94,88,67,26.8,6.3,0,29.85,29.66,29.8,0.88
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,5/7/16,58.8,51.4,47.3,49,47.2,46.2,96,86,65,16.8,4.9,0,29.84,29.72,29.8,0.03
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,5/8/16,65.1,55.2,46.8,51.7,39.2,23.3,96,63,21,29.3,5.9,0,29.95,29.64,29.8,0.22
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,5/9/16,72.9,61.1,46.6,39.7,33.7,29,63,37,23,25.5,7.5,0,30.15,29.92,30,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,5/10/16,63.7,56.3,46.6,42.5,28.9,20.9,60,35,22,26.8,5.8,0,30.29,30.13,30.2,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,5/11/16,74.9,62.9,46.4,45.8,38.2,30.7,82,44,21,22.8,4.5,0,30.22,30.09,30.2,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,5/12/16,76.6,64.4,51.4,50.9,41.4,29.1,80,47,24,20.1,4.1,0,30.19,30.01,30.1,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,5/13/16,64,59.4,53.2,61.9,54.4,46.9,95,83,69,18.6,3.4,0,30.04,29.76,29.9,0.28
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,5/14/16,73.1,63.6,54.6,58.9,51.3,42.6,94,66,39,49.2,6.8,0,29.83,29.59,29.7,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,5/15/16,57.2,51.2,45,43.8,31.7,22.2,64,47,26,34.7,12.3,0,29.99,29.65,29.8,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,5/16/16,66.1,53.6,41.4,32.6,26.3,21.3,55,36,21,41.6,13.4,0,30.15,29.97,30.1,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,5/17/16,66.6,59.5,54.5,47.3,38.4,32.3,76,46,28,21.9,8,1.3,30.23,30.11,30.2,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,5/18/16,68.5,57.7,50.6,47.3,38.7,27.6,84,51,23,18.3,5,0,30.19,30.08,30.1,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,5/19/16,70.2,59.4,52.2,47.1,41.8,37.9,73,53,31,19.9,3.9,0,30.16,30.05,30.1,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,5/20/16,76.1,63.6,50.1,45.2,39.8,33.7,71,43,23,14.1,4.1,0,30.29,30.13,30.2,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,5/21/16,64.3,58.6,50.7,49.4,44.3,38,87,60,39,15,2.9,0,30.22,29.9,30.1,0.02
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,5/22/16,70.9,60.1,51.2,51.4,48.1,43.9,88,66,41,13.2,3.8,0,29.92,29.8,29.9,0.08
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,5/23/16,76.4,64.1,52.7,53.4,49.5,43,92,61,37,19.5,4.1,0,29.96,29.86,29.9,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,5/24/16,71.7,63.7,56.9,58,53.1,45.1,92,69,47,17.2,3.2,0,30.01,29.86,29.9,0.29
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,5/25/16,89.5,75.6,57.4,51.9,46.5,38.3,77,40,17,25.1,6.1,0,30.1,29.99,30,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,5/26/16,91,79.5,66.7,56.9,50.7,42.9,60,37,19,19.2,5.3,0,30.14,30.03,30.1,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,5/27/16,85.9,73.9,64.7,65.8,61,55.4,80,64,48,19.2,4.7,0,30.1,30.01,30.1,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,5/28/16,91.1,79.1,71,71.2,63.3,58.4,78,59,41,28.2,5.3,0,30.15,30.07,30.1,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,5/29/16,86.4,77,68.6,65.5,60.3,50.2,85,57,34,20.6,6.8,0,30.17,30.06,30.1,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,5/30/16,83.2,72.5,66.8,68.5,66.8,63.3,95,83,51,13.2,3.9,0,30.08,29.92,30,1.72
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,5/31/16,85.2,75.4,68.8,66.8,63.4,56.3,84,67,38,17.2,4.7,0,30,29.92,30,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,6/1/16,81.2,72.6,64.7,65.6,53.8,47.5,84,53,31,23.9,4.2,0,30.17,29.98,30.1,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,6/2/16,72.5,64.9,60.4,60,56.9,52.6,86,75,61,22.1,5.2,0,30.18,30.07,30.1,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,6/3/16,68.7,64.7,61.3,62.4,59.6,56.7,90,83,76,11,3.4,0,30.12,30.02,30.1,0.06
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,6/4/16,83,71.9,63.9,66.3,63.4,59.8,94,75,54,13.2,3.7,0,30.07,29.91,30,1.02
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,6/5/16,70.6,66.3,63.4,67.9,63.3,60.3,95,90,78,21.9,4.4,0,29.94,29.62,29.8,1.2
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,6/6/16,84.7,75.8,65.9,64,58.2,51.7,90,58,34,28.9,8.7,0,29.72,29.63,29.7,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,6/7/16,85.6,75.7,64.5,62.3,54.9,45.5,71,49,26,28.2,7.9,0,29.65,29.44,29.5,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,6/8/16,67.3,60.5,52.2,52.4,46.3,40.6,89,60,42,25.7,8.1,0,29.81,29.58,29.7,0.47
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,6/9/16,72.4,62.3,53.4,43.8,37.5,31.4,62,42,23,43.6,10.7,0,29.94,29.78,29.9,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,6/10/16,78.5,66.8,56.1,39.4,36.2,32.6,45,33,21,22.8,7.2,0,30.05,29.91,30,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,6/11/16,88.4,73.6,55,69.7,54.1,37.7,80,51,34,27.1,4.9,0,30.07,29.7,29.9,0.04
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,6/12/16,83.4,74.8,61.8,65.1,51.5,35.7,87,47,19,40.3,10.7,0,29.82,29.61,29.7,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,6/13/16,73,64.4,55.7,48.8,45.7,41.8,61,50,40,26.2,8.7,0,29.9,29.77,29.8,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,6/14/16,81,68.9,56.6,47.8,44.4,39.6,69,43,24,16.3,5.3,0,29.98,29.83,29.9,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,6/15/16,85.2,73,58.3,58.5,48.1,38,64,43,19,22.8,3.9,0,30.02,29.83,29.9,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,6/16/16,77.4,69.7,63.5,65.9,60.8,54.8,93,74,47,11.9,2.1,0,29.87,29.73,29.8,0.13
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,6/17/16,75.9,68.2,62,60.3,52.6,41.3,91,60,32,22.4,4.5,0,30.15,29.78,30,0.01
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,6/18/16,84.7,72.2,58.3,56.2,49.7,46,68,46,27,17.7,3.8,0,30.32,30.12,30.2,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,6/19/16,83.4,72.1,62.5,60.9,56.2,52.3,78,58,38,19.5,4.3,0,30.33,30.24,30.3,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,6/20/16,82,72.8,60.9,64.2,60.2,55.5,91,65,43,19.5,4,0,30.27,29.87,30.1,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,6/21/16,87.4,79.3,70.8,64.3,53.9,43.8,66,42,28,28,7,0,29.88,29.73,29.8,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,6/22/16,85,75.5,62.2,55.9,48.4,43.8,64,39,25,31.8,5,0,29.94,29.8,29.9,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,6/23/16,81.4,72,65.2,64.3,56.5,47.2,84,58,43,8.9,2.4,0,29.94,29.81,29.9,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,6/24/16,81.1,72.4,66.1,63.8,54.7,48.3,89,56,34,21,4.9,0,30.14,29.88,30,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,6/25/16,82.5,71,61.6,58.5,53.8,45.5,85,57,29,12.8,3.8,0,30.23,30.12,30.2,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,6/26/16,86,73.5,62.8,60.4,55.5,48.7,85,55,38,18.1,4.6,0,30.26,30.12,30.2,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,6/27/16,81.3,73,65,67.9,59.6,46.4,93,63,42,24.8,6.5,0,30.14,29.98,30.1,0.22
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,6/28/16,76.3,70.6,67.6,68.8,66.9,63.4,94,88,75,16.3,4.8,0,30.02,29.88,30,0.44
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,6/29/16,85.4,74.6,65.8,66.6,60.9,52.7,94,65,35,18.6,4.1,0,29.97,29.86,29.9,0.01
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,6/30/16,87.5,75.6,65.4,61.4,56.3,48.4,73,52,27,21,4.5,0,30.05,29.94,30,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,7/1/16,79.4,73.1,65.8,69.8,63.7,54.1,94,73,51,19.5,4.4,0,30.05,29.85,30,1.15
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,7/2/16,77.7,71,64.4,66.8,52.6,45.3,95,55,33,29.1,7.2,0,30.09,29.84,30,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,7/3/16,80.6,73.5,61,57.3,50.9,45.3,73,46,30,18.1,4.9,0,30.14,30.05,30.1,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,7/4/16,84,74.2,65.4,67.1,58.1,45.1,93,59,29,20.1,5.6,0,30.12,29.92,30,0.31
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,7/5/16,89.1,77.7,68,70.6,67.1,63.8,95,72,43,17,4.2,0,29.94,29.76,29.9,0.79
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,7/6/16,93.2,83.5,72.7,69.4,65.5,60,79,56,34,16.8,3.7,0,29.91,29.79,29.9,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,7/7/16,90.9,80.3,73.1,77,70.6,66.2,92,73,45,19.2,3,0,29.85,29.72,29.8,0.27
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,7/8/16,83.4,76,68.7,72.1,68.5,61.5,93,77,63,18.1,4.3,0,29.89,29.75,29.8,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,7/9/16,71.4,67.2,64.4,64.6,61.5,58.9,94,82,71,15.9,4.5,0,29.91,29.81,29.9,0.28
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,7/10/16,81.9,72.8,65.4,68.8,61.8,57,95,70,48,25.7,4.8,0,29.99,29.81,29.9,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,7/11/16,81,72,64.1,61,57.5,50.5,82,61,39,15,3.8,0,30.13,29.97,30.1,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,7/12/16,81.3,74.3,65.5,65.2,61.9,56.4,86,66,45,23.5,5.2,0,30.18,30.05,30.1,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,7/13/16,84.9,76.8,70.8,68.8,65.2,60.9,82,67,47,21.3,5.6,0,30.11,30,30.1,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,7/14/16,89.5,79.3,73.4,75.6,72.2,68.2,91,79,57,26.8,4.4,0,30.02,29.8,29.9,0.51
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,7/15/16,91.3,84.8,75.7,72.9,68,59.7,90,58,34,22.8,5.9,0,29.96,29.81,29.9,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,7/16/16,89.4,81.4,74.1,67.4,63.7,59.4,70,55,39,17.9,4.4,0,30.09,29.92,30,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,7/17/16,92.3,82.6,73.8,70.3,63.7,57.1,73,54,33,21.3,4.6,0,30.14,30.03,30.1,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,7/18/16,93.7,82.9,76,71.7,65.7,58.2,81,57,37,31.1,7.1,0,30.13,29.99,30.1,0.03
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,7/19/16,83,77.7,72.3,68.6,55.2,47.4,74,47,29,19.9,5.6,0,30.2,30,30.1,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,7/20/16,84.3,74.6,66.2,58.9,52.8,48.7,66,47,31,15.4,3.5,0,30.27,30.14,30.2,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,7/21/16,89.8,79.4,70,65.3,60.3,53.5,76,53,30,21.5,6.7,0,30.2,30.03,30.1,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,7/22/16,95.4,85,75,69.9,66.6,63.5,74,55,38,27.1,9.8,1.3,30.05,29.78,29.9,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,7/23/16,97,87.7,80.4,68,59.5,51.4,57,40,23,21.3,7,0,29.91,29.78,29.8,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,7/24/16,93.6,81.6,71.6,67.5,61,53.3,65,50,26,16.3,3.8,0,30.02,29.9,30,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,7/25/16,91.7,80.4,72.2,76,69.3,61.5,93,70,47,19.2,4.5,0,29.99,29.83,29.9,0.48
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,7/26/16,91.6,81.4,72.2,70.7,64.6,59.1,85,59,36,22.6,6.3,0,29.95,29.86,29.9,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,7/27/16,93.1,81.8,71.5,68,61.7,54.7,73,52,28,14.8,3.3,0,29.99,29.88,29.9,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,7/28/16,93.7,82.2,73.3,71.2,66.3,56.3,90,61,30,20.4,4.1,0,29.95,29.84,29.9,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,7/29/16,84.3,75.4,68.7,71.6,67.9,65.8,94,78,57,15.2,3.6,0,29.95,29.83,29.9,1.33
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,7/30/16,83.8,75.5,71.3,71.9,69.3,64.7,94,81,59,18.3,3.3,0,30.07,29.93,30,0.33
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,7/31/16,79.6,74.1,70.3,72.7,70.8,67.9,94,89,77,16.8,3.8,0,30.08,29.99,30,0.54
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,8/1/16,80.1,72.5,68.3,68,64.6,58.6,93,77,59,19.2,4.8,0,30.11,30.02,30.1,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,8/2/16,76.3,70.7,66.2,63.3,61,57.6,81,71,59,25.1,4.9,0,30.17,30.04,30.1,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,8/3/16,80.4,71.7,63.2,61,57.9,53.6,88,63,42,15.7,3.8,0,30.22,30.14,30.2,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,8/4/16,81.3,72.4,62.2,65.7,59.5,55.7,93,65,42,32.4,3.5,0,30.21,30.09,30.2,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,8/5/16,84.4,75.9,67,64.4,60.5,57.4,73,59,45,19.2,5.4,0,30.12,29.86,30,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,8/6/16,89.1,79.8,73.2,71.6,66.7,59.7,79,64,50,20.8,6.5,0,29.89,29.68,29.8,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,8/7/16,88,79.2,70.1,61.8,56.7,52.1,66,47,30,21.9,4.8,0,29.97,29.78,29.9,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,8/8/16,85.9,77.5,67.8,65.9,59.3,52.9,81,54,34,22.1,2.8,0,30.14,29.94,30,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,8/9/16,86.4,77.6,67.8,69.1,61.5,53.2,87,60,33,50.1,4.5,0,30.24,30.13,30.2,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,8/10/16,88.4,80.6,74.1,76.5,72.3,68.8,91,76,59,16.6,5,0,30.24,30.09,30.2,0.1
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,8/11/16,95.5,86.2,80.9,74,71.6,68.8,75,62,47,24.4,6.5,0,30.13,29.97,30.1,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,8/12/16,95.1,83.1,73.6,75.1,72.3,65.6,93,71,47,32.7,7.4,0,30.03,29.83,29.9,0.45
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,8/13/16,96.4,88,80.7,78,74.1,65.4,86,64,44,17.7,5.7,0,29.95,29.83,29.9,0.01
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,8/14/16,95.2,85.3,76,74.8,70.7,66.9,91,63,44,24.4,6.5,0,30.07,29.88,30,0.23
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,8/15/16,91.7,82.4,74.1,71.5,67.8,60,87,63,35,14.3,3.7,0,30.23,30.02,30.1,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,8/16/16,88,81.6,75,76.6,72.3,68.7,91,74,55,22.1,5,0,30.22,29.99,30.1,0.13
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,8/17/16,85,80.4,77.1,74.3,64.8,60.1,76,60,45,22.1,7.9,0,30.07,29.95,30,0.01
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,8/18/16,87.8,78.1,71.9,68.7,64.6,60.1,85,64,45,17.4,3,0,30.05,29.91,30,0.01
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,8/19/16,85.9,78.3,71.1,68.4,66,62.6,86,66,49,15.2,3.2,0,30,29.89,29.9,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,8/20/16,85.4,76.9,71.2,70.1,67.1,64,91,72,52,17.2,3.9,0,29.98,29.9,29.9,0.01
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,8/21/16,86.3,77.9,73.2,72.6,69.4,63.5,90,76,47,24.8,6.3,0,29.96,29.77,29.9,0.44
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,8/22/16,78.3,72.3,65.3,68.9,55.4,45.8,86,57,38,23.3,6.9,0,30.24,29.8,30,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,8/23/16,83.2,71.2,59.2,58.9,51,46.3,71,51,29,18.3,3.4,0,30.35,30.22,30.3,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,8/24/16,87.5,76,65.4,63,58.7,53.9,74,56,33,19.7,4.6,0,30.32,30.17,30.2,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,8/25/16,83.8,77.3,70.8,70.5,64.1,58.7,81,64,48,17.9,6.3,0,30.2,29.99,30.1,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,8/26/16,91.7,83.3,76.8,71.4,67.4,62.2,76,60,40,19.7,5.9,0,30.1,29.97,30,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,8/27/16,87.8,79.3,71.4,63.4,58.1,54.8,67,49,35,20.4,4.1,0,30.25,30.08,30.2,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,8/28/16,87.6,77.6,68.9,69.6,62.6,56.9,93,62,38,18.3,4.2,0,30.3,30.14,30.2,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,8/29/16,90.7,81,74.3,67.2,60.7,54.9,70,51,33,20.4,5.4,0,30.19,30.06,30.1,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,8/30/16,83.7,75.1,66,66.5,59.2,52.9,78,58,46,12.5,3.8,0,30.21,30.04,30.1,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,8/31/16,88.6,78.9,73,68.7,65.9,56.8,83,66,35,17.7,5.3,0,30.08,29.87,30,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,9/1/16,78.9,73.4,70.4,70.1,66.6,58.6,91,79,62,15.9,2.9,0,29.97,29.83,29.9,0.27
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,9/2/16,80.4,72.5,65.7,58.5,53.7,50.2,65,52,39,17.7,4.6,0,30.17,29.95,30.1,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,9/3/16,75.5,68.9,64.7,60,56.5,50.1,81,65,49,20.8,4.2,0,30.22,30.13,30.2,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,9/4/16,78.7,70,61.4,59.2,53.7,48.8,78,57,40,15.2,4.2,0,30.27,30.16,30.2,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,9/5/16,83.3,72.4,62.2,59.6,52,45.6,60,49,39,25.7,5.9,0,30.26,29.97,30.1,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,9/6/16,79.4,74.8,69.5,66.5,59.9,51.1,89,60,43,20.1,7.3,1.1,30.03,29.92,30,0.01
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,9/7/16,85,75.1,69.2,68.5,66,64.2,90,74,52,18.1,5.2,0,30.03,29.94,30,0.02
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,9/8/16,88.3,78.1,68.1,72.5,68.5,65.9,94,74,51,15.9,3.7,0,29.98,29.81,29.9,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,9/9/16,91.5,84.3,74.3,72.4,68.9,66.4,93,60,46,17.4,5.1,0,30.03,29.81,29.9,0.59
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,9/10/16,89.3,79.4,72.9,75.1,72.2,70,95,79,59,16.1,4.1,0,30.05,29.9,30,0.01
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,9/11/16,82.5,77.7,67.9,71.7,59,43.8,84,55,31,20.4,7,0,30.18,29.86,30,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,9/12/16,78,67.7,56.3,56.2,50,44.1,73,54,31,12.5,3.7,0,30.3,30.16,30.2,0.01
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,9/13/16,81,71.3,61.7,60.8,57.6,54.5,81,63,44,19.7,5.5,0,30.27,30.1,30.2,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,9/14/16,90.6,76,68,69.1,59.8,51,92,59,32,18.1,5.3,0,30.17,29.96,30.1,0.05
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,9/15/16,74.4,65.9,58.5,52.3,47.2,41.2,70,52,32,13.4,4.4,0,30.31,30.15,30.2,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,9/16/16,74,64.5,56.1,56.1,52.1,49,91,66,43,14.5,3.4,0,30.37,30.26,30.3,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,9/17/16,76,67,55.6,63.9,56.9,51.1,92,71,45,21,4.6,0,30.31,30.1,30.2,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,9/18/16,83.7,74.8,68.8,69.9,66.5,59.2,85,75,58,19.5,5.1,0,30.12,30,30.1,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,9/19/16,76.2,71.7,68,71.5,68.5,66.3,94,89,80,13,2.4,0,30.11,30,30.1,0.8
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,9/20/16,82.5,73.1,67.1,67.8,66.3,64.4,94,80,56,8.9,2.1,0,30.16,30.07,30.1,0
KNYBRONX14,40.8616,-73.8809,Bronx,Botanical Garden,NY,10458,9/21/16,84.5,73.4,66.9,67.7,56,44.7,94,59,25,12.5,2.4,0,30.22,30.1,30.2,0
